LDEV_Rnd_Read_IOPSF0.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:00X(X175-1)","00:F0:01X(X5-1)","00:F0:02X(X391-1)","00:F0:03X(X270-1)","00:F0:1AX(X450-1)","00:F0:59X(X369-1)","00:F0:67X(X484-1)","00:F0:68X(X485-1)","00:F0:69X(X486-1)"
"36","2014/04/01 20:23",0,0,0,0,0,0,94,103,101
"37","2014/04/01 20:28",0,0,0,0,0,0,136,142,133
"38","2014/04/01 20:33",0,0,0,0,0,0,72,79,79
"39","2014/04/01 20:38",0,0,0,0,0,0,63,63,67
"40","2014/04/01 20:43",0,0,0,0,0,0,85,88,89
"41","2014/04/01 20:48",0,0,0,0,0,0,91,97,100
"42","2014/04/01 20:53",0,0,0,0,0,0,73,75,77
"43","2014/04/01 20:58",0,0,0,0,0,0,74,81,80
"44","2014/04/01 21:03",0,0,0,0,0,0,106,104,109
"45","2014/04/01 21:08",0,0,0,0,0,0,77,81,84
"46","2014/04/01 21:13",0,0,0,0,0,0,103,105,97
"47","2014/04/01 21:18",0,0,0,0,0,0,89,90,80
"48","2014/04/01 21:23",0,0,0,0,0,0,70,74,77
"49","2014/04/01 21:28",0,0,0,0,0,0,85,83,83
"50","2014/04/01 21:33",0,0,0,0,0,0,99,104,103
"51","2014/04/01 21:38",0,0,0,0,0,0,121,120,121
"52","2014/04/01 21:43",0,0,0,0,0,0,131,151,131
"53","2014/04/01 21:48",0,0,0,0,0,0,121,123,126
"54","2014/04/01 21:53",0,0,0,0,0,0,103,102,101
"55","2014/04/01 21:58",0,0,0,0,0,0,75,81,79
"56","2014/04/01 22:03",0,0,0,0,0,0,105,106,109
"57","2014/04/01 22:08",0,0,0,0,0,0,79,90,91
"58","2014/04/01 22:13",0,0,0,0,0,0,101,102,97
"59","2014/04/01 22:18",0,0,0,0,0,0,125,131,117
"60","2014/04/01 22:23",0,0,0,0,0,0,92,91,93
"61","2014/04/01 22:28",0,0,0,0,0,0,82,87,81
"62","2014/04/01 22:33",0,0,0,0,0,0,87,88,90
"63","2014/04/01 22:38",0,0,0,0,0,0,59,62,64
"64","2014/04/01 22:43",0,0,0,0,0,0,72,78,77
"65","2014/04/01 22:48",0,0,0,0,0,0,92,95,100
"66","2014/04/01 22:53",0,0,0,0,0,0,60,67,66
"67","2014/04/01 22:58",0,0,0,0,0,0,130,143,119
"68","2014/04/01 23:03",0,0,0,0,0,0,84,85,84
"69","2014/04/01 23:08",0,0,0,0,0,0,73,76,71
"70","2014/04/01 23:13",0,0,0,0,0,0,79,84,82
"71","2014/04/01 23:18",0,0,0,0,0,0,60,69,64
"72","2014/04/01 23:23",0,0,0,0,0,0,78,76,84
"73","2014/04/01 23:28",0,0,0,0,0,0,60,66,68
"74","2014/04/01 23:33",0,0,0,0,0,0,131,129,133
"75","2014/04/01 23:38",0,0,0,0,0,0,122,125,125
"76","2014/04/01 23:43",0,0,0,0,0,0,130,133,133
"77","2014/04/01 23:48",0,0,0,0,0,0,187,187,190
"78","2014/04/01 23:53",0,0,0,0,0,0,199,199,202
"79","2014/04/01 23:58",0,0,0,0,0,0,178,190,179
"80","2014/04/02 00:03",0,0,0,0,0,0,164,173,166
"81","2014/04/02 00:08",0,0,0,0,0,0,114,119,118
"82","2014/04/02 00:13",0,0,0,0,0,0,83,83,87
"83","2014/04/02 00:18",0,0,0,0,0,0,109,117,121
"84","2014/04/02 00:23",0,0,0,0,0,0,127,135,121
"85","2014/04/02 00:28",0,0,0,0,0,0,189,192,193
"86","2014/04/02 00:33",0,0,0,0,0,0,181,178,191
"87","2014/04/02 00:38",0,0,0,0,0,0,172,178,174
"88","2014/04/02 00:43",0,0,0,0,0,0,223,229,231
"89","2014/04/02 00:48",0,0,0,0,0,0,279,274,276
"90","2014/04/02 00:53",0,0,0,0,0,0,237,237,239
"91","2014/04/02 00:58",0,0,0,0,0,0,245,261,256
"92","2014/04/02 01:03",0,0,0,0,0,0,200,203,199
"93","2014/04/02 01:08",0,0,0,0,0,0,162,166,162
"94","2014/04/02 01:13",0,0,0,0,0,0,202,216,212
"95","2014/04/02 01:18",0,0,0,0,0,0,149,166,146
"96","2014/04/02 01:23",0,0,0,0,0,0,171,167,167
