PHY_Long_LDEV_13-1.csv
Serial number : xxxxx(RAID600)
From : 2014/03/03 01:00
To   : 2014/04/02 01:00
sampling rate : 15

"No.","time","00:2A:B9","00:3A:9D","00:3A:9E","00:3A:9F","00:3A:A0","00:4A:1E","00:4A:1F","00:4A:20","00:5D:01","00:5D:02","00:5D:03","00:5D:04","00:5D:05","00:5D:06","00:FE:21","00:FE:42"
"122","2014/03/04 07:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18
"123","2014/03/04 07:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19
"124","2014/03/04 08:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17
"125","2014/03/04 08:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20
"126","2014/03/04 08:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13
"127","2014/03/04 08:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12
"128","2014/03/04 09:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11
"129","2014/03/04 09:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12
"130","2014/03/04 09:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9
"131","2014/03/04 09:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10
"132","2014/03/04 10:00",0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,12
"133","2014/03/04 10:15",0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,13
"134","2014/03/04 10:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8
"135","2014/03/04 10:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8
"136","2014/03/04 11:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7
"137","2014/03/04 11:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11
"138","2014/03/04 11:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8
"139","2014/03/04 11:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
"140","2014/03/04 12:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7
"141","2014/03/04 12:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7
"142","2014/03/04 12:30",0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,5
"143","2014/03/04 12:45",0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,6
"144","2014/03/04 13:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
"145","2014/03/04 13:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
"146","2014/03/04 13:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
"147","2014/03/04 13:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7
"148","2014/03/04 14:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7
"149","2014/03/04 14:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11
"150","2014/03/04 14:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
"151","2014/03/04 14:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7
"152","2014/03/04 15:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7
"153","2014/03/04 15:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9
"154","2014/03/04 15:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
"155","2014/03/04 15:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
"156","2014/03/04 16:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
"157","2014/03/04 16:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7
"158","2014/03/04 16:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7
"159","2014/03/04 16:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7
"160","2014/03/04 17:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7
"161","2014/03/04 17:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11
"162","2014/03/04 17:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9
"163","2014/03/04 17:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
"164","2014/03/04 18:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
"165","2014/03/04 18:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7
"166","2014/03/04 18:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
"167","2014/03/04 18:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
"168","2014/03/04 19:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
"169","2014/03/04 19:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10
"170","2014/03/04 19:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
"171","2014/03/04 19:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8
"172","2014/03/04 20:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8
"173","2014/03/04 20:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8
"174","2014/03/04 20:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7
"175","2014/03/04 20:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7
"176","2014/03/04 21:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
"177","2014/03/04 21:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8
"178","2014/03/04 21:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
"179","2014/03/04 21:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
"180","2014/03/04 22:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
"181","2014/03/04 22:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
"182","2014/03/04 22:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
"183","2014/03/04 22:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"184","2014/03/04 23:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
"185","2014/03/04 23:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
"186","2014/03/04 23:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"187","2014/03/04 23:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"188","2014/03/05 00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
"189","2014/03/05 00:15",0,0,0,0,0,0,0,0,0,0,0,0,19,0,11,8
"190","2014/03/05 00:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6
"191","2014/03/05 00:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
"192","2014/03/05 01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"193","2014/03/05 01:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
"194","2014/03/05 01:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6
"195","2014/03/05 01:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
"196","2014/03/05 02:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8
"197","2014/03/05 02:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9
"198","2014/03/05 02:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
"199","2014/03/05 02:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
"200","2014/03/05 03:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
"201","2014/03/05 03:15",0,0,0,0,0,0,0,0,0,20,0,0,0,0,11,8
"202","2014/03/05 03:30",0,0,0,0,0,0,0,0,0,8,34,0,1,0,10,5
"203","2014/03/05 03:45",0,0,0,0,0,0,0,0,0,0,16,0,1,0,8,3
"204","2014/03/05 04:00",0,0,0,0,0,0,0,0,0,0,23,0,0,0,7,4
"205","2014/03/05 04:15",0,0,0,0,0,0,0,0,0,8,15,0,0,0,10,6
"206","2014/03/05 04:30",0,0,0,0,0,0,0,0,1,0,11,1,0,0,5,3
"207","2014/03/05 04:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
"208","2014/03/05 05:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
"209","2014/03/05 05:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7
"210","2014/03/05 05:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7
"211","2014/03/05 05:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
"212","2014/03/05 06:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6
"213","2014/03/05 06:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12
"214","2014/03/05 06:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21
"215","2014/03/05 06:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23
"216","2014/03/05 07:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14
"217","2014/03/05 07:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19
"218","2014/03/05 07:30",0,14,0,0,0,0,2,3,0,0,0,0,0,0,22,14
"219","2014/03/05 07:45",0,0,0,0,0,0,0,0,0,12,8,0,0,0,29,10
"220","2014/03/05 08:00",0,0,0,0,0,0,0,0,0,0,20,0,0,0,15,9
"221","2014/03/05 08:15",0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,9
"222","2014/03/05 08:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6
"223","2014/03/05 08:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
"224","2014/03/05 09:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"225","2014/03/05 09:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
"226","2014/03/05 09:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"227","2014/03/05 09:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"228","2014/03/05 10:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"229","2014/03/05 10:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
"230","2014/03/05 10:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
"231","2014/03/05 10:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"232","2014/03/05 11:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"233","2014/03/05 11:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"234","2014/03/05 11:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"235","2014/03/05 11:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"236","2014/03/05 12:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"237","2014/03/05 12:15",0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,7
"238","2014/03/05 12:30",0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5
"239","2014/03/05 12:45",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3
"240","2014/03/05 13:00",0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2
"241","2014/03/05 13:15",0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4
"242","2014/03/05 13:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"243","2014/03/05 13:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"244","2014/03/05 14:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
"245","2014/03/05 14:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
"246","2014/03/05 14:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6
"247","2014/03/05 14:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
"248","2014/03/05 15:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
"249","2014/03/05 15:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6
"250","2014/03/05 15:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
"251","2014/03/05 15:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
"252","2014/03/05 16:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
"253","2014/03/05 16:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7
"254","2014/03/05 16:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
"255","2014/03/05 16:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
"256","2014/03/05 17:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
"257","2014/03/05 17:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8
"258","2014/03/05 17:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12
"259","2014/03/05 17:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
"260","2014/03/05 18:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
"261","2014/03/05 18:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
"262","2014/03/05 18:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
"263","2014/03/05 18:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
"264","2014/03/05 19:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"265","2014/03/05 19:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"266","2014/03/05 19:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"267","2014/03/05 19:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"268","2014/03/05 20:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
"269","2014/03/05 20:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"270","2014/03/05 20:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"271","2014/03/05 20:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
"272","2014/03/05 21:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"273","2014/03/05 21:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"274","2014/03/05 21:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"275","2014/03/05 21:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"276","2014/03/05 22:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"277","2014/03/05 22:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"278","2014/03/05 22:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"279","2014/03/05 22:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"280","2014/03/05 23:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"281","2014/03/05 23:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
"282","2014/03/05 23:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"283","2014/03/05 23:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"284","2014/03/06 00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
"285","2014/03/06 00:15",0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,9
"286","2014/03/06 00:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
"287","2014/03/06 00:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
"288","2014/03/06 01:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
"289","2014/03/06 01:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
"290","2014/03/06 01:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
"291","2014/03/06 01:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
"292","2014/03/06 02:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
"293","2014/03/06 02:15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10
"294","2014/03/06 02:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
"295","2014/03/06 02:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
