LDEV_Seq_Read_Hit0C.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:0C:00X(X573-1)","00:0C:01X(X574-1)","00:0C:02X(X575-1)","00:0C:03X(X576-1)","00:0C:04X(X577-1)","00:0C:05X(X578-1)","00:0C:06X(X579-1)","00:0C:07X(X580-1)","00:0C:08X(X581-1)","00:0C:09X(X582-1)","00:0C:0AX(X583-1)","00:0C:0BX(X584-1)","00:0C:0CX(X585-1)"
"20","2014/04/01 19:03",91,94,94,95,94,93,95,94,93,93,93,94,95
"21","2014/04/01 19:08",94,96,96,96,95,96,95,96,95,96,94,94,96
"22","2014/04/01 19:13",94,95,94,96,95,96,95,96,96,96,94,94,95
"23","2014/04/01 19:18",95,96,95,96,95,96,95,95,95,96,95,95,95
"24","2014/04/01 19:23",94,94,94,96,94,96,94,94,95,94,93,94,94
"25","2014/04/01 19:28",93,94,93,94,94,95,95,95,94,95,93,92,94
"26","2014/04/01 19:33",95,96,96,95,93,95,94,93,95,94,94,91,94
"27","2014/04/01 19:38",88,94,90,93,92,94,91,91,92,93,88,91,92
"28","2014/04/01 19:43",53,63,62,68,63,66,58,60,63,56,53,56,57
"29","2014/04/01 19:48",58,65,68,71,61,64,63,62,65,67,60,61,65
"30","2014/04/01 19:53",63,67,68,73,70,76,65,69,70,67,66,66,67
"31","2014/04/01 19:58",77,87,83,88,88,86,83,83,87,83,82,81,85
"32","2014/04/01 20:03",92,94,92,95,93,95,91,93,93,91,89,91,91
"33","2014/04/01 20:08",89,92,92,94,91,93,92,92,92,92,86,90,92
"34","2014/04/01 20:13",90,93,91,94,94,94,92,93,92,93,89,92,92
"35","2014/04/01 20:18",92,95,94,94,95,96,93,94,94,94,92,93,94
"36","2014/04/01 20:23",93,95,94,96,94,96,94,95,94,94,91,94,95
"37","2014/04/01 20:28",89,94,91,95,92,94,92,93,93,92,90,91,93
"38","2014/04/01 20:33",90,94,92,94,92,94,91,93,91,92,90,91,92
"39","2014/04/01 20:38",92,96,94,97,95,96,94,94,94,94,91,93,94
"40","2014/04/01 20:43",93,96,93,96,95,96,94,95,95,94,94,94,95
"41","2014/04/01 20:48",91,95,93,96,94,96,94,94,94,94,91,93,94
"42","2014/04/01 20:53",95,96,95,96,95,97,95,94,94,94,93,95,95
"43","2014/04/01 20:58",84,90,89,92,89,93,89,90,90,90,82,89,91
"44","2014/04/01 21:03",92,95,93,95,94,95,93,94,94,93,94,93,94
"45","2014/04/01 21:08",83,88,88,90,85,89,87,85,88,87,81,87,87
"46","2014/04/01 21:13",83,90,88,92,89,91,90,87,90,89,87,88,88
"47","2014/04/01 21:18",67,85,85,87,80,88,80,80,82,82,68,80,80
"48","2014/04/01 21:23",76,84,83,88,86,83,84,81,85,81,78,84,81
"49","2014/04/01 21:28",76,89,84,89,85,91,85,84,87,84,77,83,84
"50","2014/04/01 21:33",69,90,87,86,81,84,80,77,86,82,73,83,80
"51","2014/04/01 21:38",77,88,84,87,86,89,81,84,86,82,81,80,86
"52","2014/04/01 21:43",80,83,87,89,85,88,86,85,85,84,78,84,83
"53","2014/04/01 21:48",74,84,75,85,82,86,77,81,77,81,70,79,80
"54","2014/04/01 21:53",82,88,84,87,86,88,83,83,86,84,75,85,83
"55","2014/04/01 21:58",68,79,76,83,79,80,73,74,79,75,62,72,75
"56","2014/04/01 22:03",83,89,85,90,89,88,86,87,87,83,84,87,86
"57","2014/04/01 22:08",81,83,85,86,82,83,79,80,83,85,75,84,81
"58","2014/04/01 22:13",82,85,86,87,84,87,86,86,85,83,84,85,83
"59","2014/04/01 22:18",88,91,90,91,90,91,88,90,90,90,89,90,89
"60","2014/04/01 22:23",93,94,93,94,93,93,91,93,93,93,93,92,94
"61","2014/04/01 22:28",92,92,92,93,92,93,92,92,91,93,92,90,91
"62","2014/04/01 22:33",86,84,87,89,87,88,88,86,87,86,86,88,86
"63","2014/04/01 22:38",89,88,88,88,88,90,88,89,90,84,89,90,89
"64","2014/04/01 22:43",93,94,93,95,93,94,92,93,93,94,93,93,93
"65","2014/04/01 22:48",92,93,93,93,93,94,93,93,93,93,93,93,93
"66","2014/04/01 22:53",91,89,91,92,90,92,91,89,91,89,89,91,91
"67","2014/04/01 22:58",88,88,90,90,89,90,91,90,90,89,89,90,90
"68","2014/04/01 23:03",91,91,90,90,90,90,91,88,90,88,89,90,90
"69","2014/04/01 23:08",90,89,89,91,88,90,91,90,91,90,91,90,90
"70","2014/04/01 23:13",91,90,92,90,92,91,91,91,90,92,91,91,92
"71","2014/04/01 23:18",88,88,89,90,88,90,90,89,90,89,89,89,88
"72","2014/04/01 23:23",91,91,92,91,90,91,90,90,91,91,91,90,91
"73","2014/04/01 23:28",90,91,91,91,91,90,92,91,89,91,91,91,90
"74","2014/04/01 23:33",90,92,92,91,91,92,91,89,91,91,91,91,92
"75","2014/04/01 23:38",92,92,92,92,92,92,92,92,92,91,92,92,92
"76","2014/04/01 23:43",92,92,93,93,92,93,93,92,93,93,93,93,91
"77","2014/04/01 23:48",92,93,93,92,91,93,92,92,92,93,92,93,94
"78","2014/04/01 23:53",93,93,94,94,93,93,93,93,92,93,93,93,93
"79","2014/04/01 23:58",94,94,94,94,94,93,93,93,94,94,94,94,93
"80","2014/04/02 00:03",93,94,93,93,93,94,93,93,94,92,93,95,93
"81","2014/04/02 00:08",92,94,94,94,93,93,94,93,92,93,94,94,94
"82","2014/04/02 00:13",94,94,94,94,94,93,94,94,94,94,94,94,94
"83","2014/04/02 00:18",93,93,94,94,94,93,94,92,93,93,94,94,94
"84","2014/04/02 00:23",94,94,94,94,93,93,94,94,93,94,94,94,94
"85","2014/04/02 00:28",94,94,94,94,94,94,94,95,94,94,94,93,94
"86","2014/04/02 00:33",94,94,94,94,94,93,95,94,94,94,94,94,94
"87","2014/04/02 00:38",93,94,94,95,94,93,94,93,94,94,94,94,94
"88","2014/04/02 00:43",92,94,94,94,94,94,94,94,95,93,93,94,94
"89","2014/04/02 00:48",94,95,94,95,95,95,94,95,95,94,94,95,95
"90","2014/04/02 00:53",92,93,93,93,93,93,94,93,94,94,94,94,93
"91","2014/04/02 00:58",93,95,94,95,94,95,94,94,94,94,94,94,94
"92","2014/04/02 01:03",92,93,93,94,92,94,93,94,93,93,93,92,93
"93","2014/04/02 01:08",86,88,88,86,88,87,88,85,86,87,83,89,87
"94","2014/04/02 01:13",88,91,91,91,89,91,88,89,89,89,90,89,89
"95","2014/04/02 01:18",88,92,91,91,91,93,91,91,91,90,87,90,90
"96","2014/04/02 01:23",93,94,93,94,93,94,93,93,93,93,93,94,92
