LDEV_Seq_Read_Hit03.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:03:01X(X554-1)","00:03:02X(X674-1)","00:03:04X(X48-1)","00:03:05X(X467-1)","00:03:06X(X852-1)","00:03:07X(X757-1)","00:03:08X(X761-1)","00:03:0AX(X426-1)","00:03:0BX(X427-1)","00:03:1AX(X373-1)","00:03:1BX(X374-1)","00:03:1CX(X375-1)","00:03:1DX(X376-1)","00:03:1FX(X386-1)","00:03:20X(X764-1)","00:03:22X(X405-1)","00:03:26X(X414-1)","00:03:27X(X415-1)","00:03:30X(X540-1)","00:03:31X(X541-1)","00:03:32X(X542-1)","00:03:33X(X543-1)","00:03:34X(X544-1)","00:03:35X(X545-1)","00:03:36X(X546-1)","00:03:37X(X547-1)","00:03:38X(X548-1)","00:03:39X(X549-1)","00:03:3AX(X550-1)","00:03:3BX(X551-1)"
"14","2014/04/01 18:33",100,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,66,84,95,58,84,69,42,95,94,66,95,98
"15","2014/04/01 18:38",100,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,33,0,20,18,0,50,0,12,0,0
"16","2014/04/01 18:43",100,0,0,96,99,0,0,0,0,0,0,0,0,0,0,0,0,0,95,89,96,95,92,91,93,97,99,92,100,100
"17","2014/04/01 18:48",100,0,0,94,99,0,0,0,0,0,0,0,0,0,0,0,0,0,33,80,93,0,0,23,55,91,94,33,95,98
"18","2014/04/01 18:53",100,0,0,95,99,0,0,0,0,0,0,0,0,0,0,0,0,0,70,22,25,30,14,64,15,64,100,46,90,95
"19","2014/04/01 18:58",100,0,0,96,99,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53,93,62,80,14,25,66,100,33,100,100
"20","2014/04/01 19:03",100,0,0,95,100,0,0,0,0,0,0,0,0,0,0,0,100,0,87,87,94,81,92,90,93,90,94,84,91,97
"21","2014/04/01 19:08",100,0,0,95,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,0,0,0,0,0,14,0,0
"22","2014/04/01 19:13",100,0,0,95,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,66,50,66,100,42,87,0,0,100,0,0
"23","2014/04/01 19:18",100,0,0,95,99,0,0,0,0,0,0,0,0,0,0,0,0,100,66,85,90,76,77,90,55,94,98,25,88,92
"24","2014/04/01 19:23",100,0,0,95,100,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,33,30,33,12,43,33,100,11,50,33
"25","2014/04/01 19:28",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,46,33,70,85,54,40,0,0,25,40,0
"26","2014/04/01 19:33",100,0,0,95,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,94,93,93,92,92,92,95,91,93,92,93
"27","2014/04/01 19:38",100,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,16,0,20,12,25,0,0,30,0,0
"28","2014/04/01 19:43",100,0,0,85,100,0,0,0,0,0,0,0,0,0,0,0,0,0,66,62,93,75,90,95,100,0,88,95,100,100
"29","2014/04/01 19:48",100,0,0,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,42,82,100,92,20,85,93
"30","2014/04/01 19:53",100,0,0,86,100,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,66,60,15,46,12,68,33,93,100
"31","2014/04/01 19:58",100,0,0,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,81,84,83,0,0,50,0,0
"32","2014/04/01 20:03",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,92,90,94,91,90,83,95,84,89,91,87,95
"33","2014/04/01 20:08",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,63,20,0,20,0,0
"34","2014/04/01 20:13",100,0,0,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,66,57,50,50,95,40,100,100,0,66,0,0
"35","2014/04/01 20:18",100,0,0,95,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,7,0,4,29,45,92,42,87,95
"36","2014/04/01 20:23",100,0,0,95,100,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,18,44,20,61,68,14,100,22,94,95
"37","2014/04/01 20:28",100,0,0,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,33,66,50,33,82,11,80,0,0,50,83,90
"38","2014/04/01 20:33",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,66,91,94,94,95,93,70,96,90,73,89,93
"39","2014/04/01 20:38",100,0,0,95,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,57,0,0,0,0,0,0,14,0,0
"40","2014/04/01 20:43",100,0,0,96,100,0,0,0,0,0,0,0,0,0,0,0,0,0,66,57,50,66,90,50,100,0,0,50,0,0
"41","2014/04/01 20:48",100,0,0,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,87,91,89,91,94,80,88,95,95,90,93,96
"42","2014/04/01 20:53",100,0,0,97,100,0,0,0,0,0,0,0,0,0,0,0,0,0,44,50,45,20,0,6,55,37,0,26,0,0
"43","2014/04/01 20:58",100,0,0,89,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,72,33,0,28,62,0,0,63,0,0
"44","2014/04/01 21:03",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,94,80,95,91,93,92,94,77,91,66,89,95
"45","2014/04/01 21:08",100,0,0,89,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,40,0,0,20,0,0
"46","2014/04/01 21:13",95,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,71,60,50,25,100,40,0,0,0,50,0,0
"47","2014/04/01 21:18",100,0,0,82,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,50,0,0,55,62,100,89,0,88,94
"48","2014/04/01 21:23",100,0,0,87,100,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,10,12,0,27,37,20,0,20,0,0
"49","2014/04/01 21:28",100,0,0,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,82,33,42,0,75,30,66,0,0,0,0,0
"50","2014/04/01 21:33",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,92,52,95,80,63,81,88,66,83,91
"51","2014/04/01 21:38",100,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,16,0,0,0,66,0,0,16,0,0
"52","2014/04/01 21:43",100,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,97,86,96,97,96,93,94,95,100,96,100,100
"53","2014/04/01 21:48",100,0,0,87,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,91,97,83,90,81,96,91,96,73,97,98
"54","2014/04/01 21:53",100,0,0,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,86,91,86,73,80,82,76,82,100,87,100,96
"55","2014/04/01 21:58",100,0,0,82,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,80,20,81,0,0,0,0,97,0,0
"56","2014/04/01 22:03",100,0,0,88,100,0,0,0,0,0,0,0,0,0,0,80,69,0,90,89,91,91,90,89,91,89,87,86,83,91
"57","2014/04/01 22:08",100,0,0,88,100,0,0,0,0,0,0,0,0,0,0,0,0,0,82,86,90,87,89,88,89,84,0,88,0,0
"58","2014/04/01 22:13",100,0,0,87,100,0,0,0,0,0,0,0,0,0,0,0,0,0,91,90,92,91,93,91,90,90,0,91,0,0
"59","2014/04/01 22:18",100,0,0,89,100,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,94,94,95,93,94,95,93,95,90,92
"60","2014/04/01 22:23",100,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,94,93,93,94,94,94,94,93,95,94,95,71
"61","2014/04/01 22:28",100,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,90,91,90,88,91,91,89,90,0,91,0,0
"62","2014/04/01 22:33",100,0,0,89,100,0,0,0,0,0,0,0,0,0,0,0,0,0,93,91,92,92,92,92,92,92,91,93,90,92
"63","2014/04/01 22:38",100,0,0,89,100,0,0,0,0,0,0,0,0,0,0,0,0,0,92,93,92,93,91,92,92,93,0,93,0,0
"64","2014/04/01 22:43",100,0,0,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,95,95,95,100,95,100,100
"65","2014/04/01 22:48",100,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,95,95,95,91,95,91,96
"66","2014/04/01 22:53",100,0,0,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,95,95,95,100,95,100,85
"67","2014/04/01 22:58",100,0,0,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,95,95,95,71,96,0,100
"68","2014/04/01 23:03",100,0,0,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,91,90,90,90,91,90,91,91,79,90,82,89
"69","2014/04/01 23:08",100,0,0,90,99,0,0,0,0,0,0,0,0,0,0,98,99,99,92,93,92,93,93,92,93,93,81,93,100,81
"70","2014/04/01 23:13",100,0,0,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,94,94,94,94,94,94,0,94,0,0
"71","2014/04/01 23:18",100,0,0,89,100,0,0,0,0,0,0,0,0,0,0,0,0,0,94,95,95,94,94,95,95,94,89,95,89,90
"72","2014/04/01 23:23",100,0,0,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,94,95,95,95,66,95,100,100
"73","2014/04/01 23:28",100,0,0,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,96,95,95,96,96,50,96,0,66
"74","2014/04/01 23:33",100,0,0,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,95,95,96,81,95,82,88
"75","2014/04/01 23:38",100,0,0,92,99,0,0,0,0,0,0,0,0,0,0,0,0,0,95,96,95,95,95,96,96,95,0,95,0,0
"76","2014/04/01 23:43",100,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,95,94,95,100,95,100,100
"77","2014/04/01 23:48",100,0,0,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,95,95,95,94,95,93,96
"78","2014/04/01 23:53",100,0,0,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,95,95,95,84,95,84,66
"79","2014/04/01 23:58",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,96,95,95,95,95,94,95,0,95,0,0
"80","2014/04/02 00:03",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,96,95,95,84,95,76,93
"81","2014/04/02 00:08",90,0,0,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,95,95,95,0,95,0,0
"82","2014/04/02 00:13",100,0,0,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,96,96,95,95,95,96,0,95,0,0
"83","2014/04/02 00:18",100,0,0,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,94,93,93,93,94,93,94,94,93,94,80,96
"84","2014/04/02 00:23",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,93,93,93,92,91,93,100,93,97,100
"85","2014/04/02 00:28",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,96,95,95,95,95,95,95,95,0,95,100,0
"86","2014/04/02 00:33",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,96,95,96,96,95,95,86,95,87,95
"87","2014/04/02 00:38",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,66,94,64,50,89,45,94,57,0,80,0,0
"88","2014/04/02 00:43",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,94,95,95,94,93,95,0,94,0,0
"89","2014/04/02 00:48",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,94,95,94,92,95,87,94
"90","2014/04/02 00:53",100,0,0,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,95,94,94,94,94,94,0,93,0,0
"91","2014/04/02 00:58",100,0,0,95,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,96,95,95,94,95,96,95,0,95,0,0
"92","2014/04/02 01:03",88,0,0,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,94,95,95,95,95,95,95,91,95,89,96
"93","2014/04/02 01:08",100,0,0,88,100,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,94,95,95,95,95,94,0,95,0,0
"94","2014/04/02 01:13",100,0,0,89,100,0,0,0,0,0,0,0,0,0,0,0,0,0,75,69,60,71,57,69,64,75,0,71,0,0
"95","2014/04/02 01:18",100,0,0,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,13,18,19,21,32,31,83,25,94,91
"96","2014/04/02 01:23",100,0,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,58,39,19,69,64,54,60,54,0,58,0,0
